run,queryIndex,queryId,scenario,terminalState,outcome,totalMs,executionMs,anchorAndPersistenceMs,retryCount,remoteRequestAttempts,receiptBytes,receiptRoot,anchorTxHash,anchorBlockHeight,auditVerified,expectedBehavior,appliedFaults,error
0,0,livebench-2026-08-25T01-42-04-146Z-0-fabric_endpoint_retry-0,fabric_endpoint_retry,ANCHORED,SATISFIED,263.035,86,177.035,1,7,15032,0x14052423a23f58b8229ff654d108ef18dd3b8412d39d50231c3b7912419b8e90,0x7b030fb775743f462291b8c7f6156facaac4cb7b805691ef3a131c4c72c2f648,34,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-42-04-146Z-0-fabric_endpoint_retry-0"",""nodeId"":""order_fabric"",""attempt"":1,""candidate"":""fabric-peer-0"",""action"":""error""}]",
0,0,livebench-2026-08-25T01-42-04-146Z-0-fisco_endpoint_retry-0,fisco_endpoint_retry,ANCHORED,SATISFIED,468.431,115,353.431,1,7,15032,0xf040521a41d797f87bb304b9b03ea6efe03b43f372cffa3d8b76f5420c5d344a,0x6b93d61a93f60fa385c9e23e829057de7fd449013b1516ad8273d07504fdabde,35,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-42-04-146Z-0-fisco_endpoint_retry-0"",""nodeId"":""logistics_fisco"",""attempt"":1,""candidate"":""fisco-node-0"",""action"":""error""}]",
