run,queryIndex,queryId,scenario,terminalState,outcome,totalMs,executionMs,anchorAndPersistenceMs,anchorQueueWaitMs,anchorServiceMs,retryCount,remoteRequestAttempts,receiptBytes,receiptRoot,anchorTxHash,anchorBlockHeight,auditVerified,expectedBehavior,appliedFaults,error
0,8,livebench-2026-09-01T01-30-12-021Z-0-normal-8,normal,ANCHORED,SATISFIED,5750.292,698,5052.292,4542.316,500.286,0,6,15079,0x6901281ac2f949fe2479afe588ece9ddfc50c7d23625e83a462f7b7ad3eaad46,0xd268e636bde6e6a6a72d23b5db3abca63a89e4e7bba85acb9e0c7d3941417382,950,true,true,[],
0,3,livebench-2026-09-01T01-30-12-021Z-0-normal-3,normal,ANCHORED,SATISFIED,6252.507,700,5552.507,5039.669,503.703,0,6,14969,0xd669df8709e0c0a868ce4c956da6f4b7e502493317a85435362cd97e824f9be2,0x409587b728a42d7bc29e4ebacaff26ecedf7e3257e918c8aec14a95ebb530498,951,true,true,[],
0,12,livebench-2026-09-01T01-30-12-021Z-0-normal-12,normal,ANCHORED,SATISFIED,6760.55,722,6038.55,5522.786,506.92,0,6,14977,0xadf679803a03fc99aa8a2867f5f827e8e9cf2f1ed80099225f9f345f7fded71e,0xd493f89a2478cbd1b2d1f9f20576278c2319084e1d8959b464ee531310b0afd9,952,true,true,[],
0,15,livebench-2026-09-01T01-30-12-021Z-0-normal-15,normal,ANCHORED,SATISFIED,7314.083,725,6589.083,6025.01,549.674,0,6,15085,0x1a58beb8a10ba9dc862bf5445e6d5938c1ecc94af855242c7618a570784a7b41,0xd519d04880854b035362d443a79d1327645521488c1fcdc3427c1e0714fd33e3,953,true,true,[],
0,13,livebench-2026-09-01T01-30-12-021Z-0-normal-13,normal,ANCHORED,SATISFIED,7812.249,732,7080.249,6569.392,502.776,0,6,15085,0x61a1470bb7f1b40d0177fe14d1f0d53fbe19acaf8f2201c485b617737e17a11a,0x76bb441082f9e0426a2e8e44fdb9b0a0a6177087e753a7616fbd3994afa28aab,954,true,true,[],
0,1,livebench-2026-09-01T01-30-12-021Z-0-normal-1,normal,ANCHORED,SATISFIED,8350.104,734,7616.104,7070.132,535.761,0,6,15077,0x25af75706b9c7811c64a9cb0d1f0b2766ac183d5f8ea59fd8f381d3f6cedfc45,0x9ddf89031a70e37ab237f2a62497a0e89b228c0cf643a86a23442a10521700ae,955,true,true,[],
0,16,livebench-2026-09-01T01-30-12-021Z-0-normal-16,normal,ANCHORED,SATISFIED,8347.163,152,8195.163,7578.875,604.85,0,6,15085,0x506c92b57939a44148781730f80700b9763353437dcddde836b845dccf15d2aa,0x923b35e5dde8e80e07424ef7afd1ebbcfab5eaf2396d68898bf75dd2c6944656,956,true,true,[],
0,17,livebench-2026-09-01T01-30-12-021Z-0-normal-17,normal,ANCHORED,SATISFIED,8575.582,44,8531.582,7828.394,517.646,0,6,15087,0x4209aee54bb3da0d5d3b8c3487187d59c19fe38418af38f6be7c2c9e67bcfb95,0x0cc7843504b3b1ef1672eb4d932abfb5799413419cce5cdef3bb8a66223f846d,957,true,true,[],
0,18,livebench-2026-09-01T01-30-12-021Z-0-normal-18,normal,ANCHORED,SATISFIED,8391.509,51,8340.509,7818.933,497.667,0,6,15087,0x5bc58f5650c3fab77d4ec59beb8f7a659d46df893107e1645abf352ede79f4f6,0xe820a96213d519ed9acceb898c33d9e03e06834685c7620c1436376d38a6023b,958,true,true,[],
0,19,livebench-2026-09-01T01-30-12-021Z-0-normal-19,normal,ANCHORED,SATISFIED,8413.774,128,8285.774,7737.983,525.349,0,6,15087,0x1aef1d7c77f0cd7e9c97e895215d8274ec6541842ce1ac0034a5488cb221f8cc,0x1cba7ffb57e5c401b88ae243dd48a10ce49cc112ca91c23684f406b120915e8f,959,true,true,[],
1,0,livebench-2026-09-01T01-30-12-021Z-1-normal-0,normal,ANCHORED,SATISFIED,823.247,652,171.247,0.006,151.699,0,6,15079,0xc0c4af11b4abbd5fcdac83743f39f881b35d3b127fca0cbb9fe6ff8d18c3cc08,0x1ecd086c27ba4f8c69e2e7448e7e1ed74243a8d11f76618c05bb591621f32bd7,960,true,true,[],
1,1,livebench-2026-09-01T01-30-12-021Z-1-normal-1,normal,ANCHORED,SATISFIED,1285.486,682,603.486,121.837,472.508,0,6,15079,0x3c59fce50de5e0c4d71b0cbd1d2448bcd60ca0bcb380461ca031d48addf64cc0,0x1f2b70c7d8ca824726b2455daaf4d88f7825572d0fb0636883f3e9a83d20ebdb,961,true,true,[],
1,2,livebench-2026-09-01T01-30-12-021Z-1-normal-2,normal,ANCHORED,SATISFIED,1792.57,686,1106.57,589.907,505.178,0,6,15079,0xba8bf54be16a1a0915b0b82d72e8b52490e06683adf2a6cbc97620892c45013b,0x2100c6d9f89f5108c58915e9e025525df1d3a671b3b8f2da5a24ce6c988e5702,962,true,true,[],
1,3,livebench-2026-09-01T01-30-12-021Z-1-normal-3,normal,ANCHORED,SATISFIED,2296.167,697,1599.167,1083.553,502.85,0,6,15079,0x22d680c8da5e66a48e66cd36ed106d32a185bfe552ad9e6b6c711eeae54c7522,0x9df755f588eb413436104d02c196a877c632f1aa99b98d14fc5bbc5231a67aa8,963,true,true,[],
1,4,livebench-2026-09-01T01-30-12-021Z-1-normal-4,normal,ANCHORED,SATISFIED,2802.967,703,2099.967,1580.624,510.952,0,6,15077,0x33110a13aab30ba6b86d3d7077c2e07f0720171d462458844209e76a055dfeb8,0xb39c70c1adc8af6f7a2c00cc0133146795ea0770ee2b73e187bd7924a0cd0aa0,964,true,true,[],
1,5,livebench-2026-09-01T01-30-12-021Z-1-normal-5,normal,ANCHORED,SATISFIED,3301.114,707,2594.114,2088.37,499.728,0,6,15077,0xc36db907390f8e2cf2f6909313569b49e1286f4a3cdd492d5c87ae7fe8b62459,0x53db19eb08a3862ffe3471246be7741f92a24b16c6643553dec6c94d5418c625,965,true,true,[],
1,6,livebench-2026-09-01T01-30-12-021Z-1-normal-6,normal,ANCHORED,SATISFIED,3803.711,720,3083.711,2574.701,501.788,0,6,15079,0xc7719dc7a9d30b306f76866b6eb4787c114db8d62333f48c7c7e2a140bc6f9e8,0x11f638e2bbed8bd04c4e1c46189518ce751331b8d259bf76d8128778f50e2b1e,966,true,true,[],
1,8,livebench-2026-09-01T01-30-12-021Z-1-normal-8,normal,ANCHORED,SATISFIED,4314.904,727,3587.904,3068.43,511.44,0,6,14969,0x3dd460e74798790addb6d08409d0f92c6f6bee59f5fc9fd8f1f5a308db29846d,0xa73cecba7f367da75b1f2ff4f11b9b844190aafc7b3987e3d4f74073d488c53a,967,true,true,[],
1,10,livebench-2026-09-01T01-30-12-021Z-1-normal-10,normal,ANCHORED,SATISFIED,4824.375,729,4095.375,3577.888,504.75,0,6,15087,0xcdede61aa0cd00482237664495650ed02063219b1de5d7108aa82eed078c651d,0xde2d31732410c16ad9864b1bdeadf561161d88237c566d2c14e7cd3eaf7ede7b,968,true,true,[],
1,14,livebench-2026-09-01T01-30-12-021Z-1-normal-14,normal,ANCHORED,SATISFIED,5321.475,736,4585.475,4074.687,500.121,0,6,15085,0x404e7299c6c2a4491a4ef0afeb2395af72fe1dbbb3b1590ec808b37cc9d2164b,0x8755350aaea1a51b68ee92bfde362945308425e27f00b634778778ee66e063af,969,true,true,[],
1,11,livebench-2026-09-01T01-30-12-021Z-1-normal-11,normal,ANCHORED,SATISFIED,5829.295,745,5084.295,4566.662,510.504,0,6,15085,0x039106e20590f36cdd70c55d2013ac499f328a746390af71d1a35eae3600f5c9,0x88b5cab58b579a5224d05d2acb7ba6010994ee1426ccaca7d568e04e4dd6f2e6,970,true,true,[],
1,15,livebench-2026-09-01T01-30-12-021Z-1-normal-15,normal,ANCHORED,SATISFIED,6338.276,746,5592.276,5075.385,506.083,0,6,15085,0x4a63e6f28dd1c3ad4b63798c0dbc89786c9fc53a00c0f370150a45a8ab7b4395,0xabe051bf359117dedf0dda32c8a457e1b71ddb618fa1395a29aef748d17e9573,971,true,true,[],
1,7,livebench-2026-09-01T01-30-12-021Z-1-normal-7,normal,ANCHORED,SATISFIED,6851.008,750,6101.008,5578.196,512.291,0,6,15079,0xd4df4b6c58e74fdb7e497d74def168e2dff63b5f84eb5909cd8c7f7c1dd49bf4,0xb26590a4b166ae29541e5fe595a92287b0567b9cfefd19817e73b1846daa56c7,972,true,true,[],
1,9,livebench-2026-09-01T01-30-12-021Z-1-normal-9,normal,ANCHORED,SATISFIED,7354.986,752,6602.986,6088.788,502.865,0,6,15079,0xe4da4f6655fc36257b17bcff80a339e53105f151ecb48c0936ee8feeca7a18f0,0x764d7808a8d0152c628d68179e40355b3d3c046b6153a4925d086a49a436b001,973,true,true,[],
1,13,livebench-2026-09-01T01-30-12-021Z-1-normal-13,normal,ANCHORED,SATISFIED,7851.848,754,7097.848,6588.763,500.065,0,6,15087,0x70d38a58b534e613ad19e2133211ca4407ea1b6c95bd50a926922165e9556938,0x52521d987db3db3bb2b5f88a64d9c2873bb52911f64599845790edc4a93a1f17,974,true,true,[],
1,12,livebench-2026-09-01T01-30-12-021Z-1-normal-12,normal,ANCHORED,SATISFIED,8357.347,758,7599.347,7084.199,503.251,0,6,15085,0xa36b31d90df1197c246249651c9d3df006e8470efc88168a8286f4cded6415b3,0x2f945af55b5d39e2a02e7d847eee17a5c9f1a51d208950952224e4d9078aa55f,975,true,true,[],
1,16,livebench-2026-09-01T01-30-12-021Z-1-normal-16,normal,ANCHORED,SATISFIED,8049.637,77,7972.637,7443.382,511.13,0,6,15085,0x8f499d1faa894e0113e85b91e737dfe8448ae828f0140881ddd2dbfc7cf980a6,0x00fcb397ee6eca79203dfbd44576290f7d82f72584cb1184bab106ba7daa440b,976,true,true,[],
1,17,livebench-2026-09-01T01-30-12-021Z-1-normal-17,normal,ANCHORED,SATISFIED,8086.584,58,8028.584,7514.306,503.521,0,6,15087,0x71b1ccd63bea0761ac73d92d1880500fd69d991a8892486c28fd1f2eee45f17b,0x8a54458dadd7ad3e81edc5b527c596b956657cdd5fa853e1e3318e394319f9bb,977,true,true,[],
1,18,livebench-2026-09-01T01-30-12-021Z-1-normal-18,normal,ANCHORED,SATISFIED,8078.474,42,8036.474,7526.817,499.47,0,6,15087,0x2a95cfb18b0ea5948ea5b465ebc5f44da732a776bd5be099b06b154352be75f3,0x9da6b517646f3e06872f39c2981917660d8890ba668bc7e4fd170c1e03621013,978,true,true,[],
1,19,livebench-2026-09-01T01-30-12-021Z-1-normal-19,normal,ANCHORED,SATISFIED,8083.271,51,8032.271,7514.693,511.003,0,6,15087,0xab22502a79b0ce139a9ebe1aa2fb1dfb1d2f539c907f7a1c3b2d3cd18ca00998,0xb643407b4da30400fb37d44015db84031a9b1441e877fc4d7ca4d2ebcfca6712,979,true,true,[],
2,0,livebench-2026-09-01T01-30-12-021Z-2-normal-0,normal,ANCHORED,SATISFIED,649.53,517,132.53,0.01,125.057,0,6,15079,0xd7385e1e6f736adcbfd2141490437f38fa95ffbbe574c67173bfa54b46db01e2,0xfb4ca15b20ca3b825afc4c70afda70da8d246aec3ef3abc452c148d83deee353,980,true,true,[],
2,3,livebench-2026-09-01T01-30-12-021Z-2-normal-3,normal,ANCHORED,SATISFIED,1158.155,523,635.155,117.931,505.276,0,6,15079,0xbf7afa56d725695d1d7e84616003916531730037cfcde330cab906228d8d1ac4,0xd6c95e5589ede0d41435c6277f64f866dcd309d1562ab32a4d13eb942c4a4ed7,981,true,true,[],
2,4,livebench-2026-09-01T01-30-12-021Z-2-normal-4,normal,ANCHORED,SATISFIED,1663.659,527,1136.659,620.057,508.621,0,6,15079,0x85f2e8ae14dcf8417cff1d019304da5b69a1f1ef0b7198f4f0882671b90738b4,0x96f40dd739bec22d57d83cc8b9b78aa8b51202fc0e49e80d2db6013640da1a79,982,true,true,[],
2,2,livebench-2026-09-01T01-30-12-021Z-2-normal-2,normal,ANCHORED,SATISFIED,2165.875,529,1636.875,1125.987,499.828,0,6,15077,0x593a42734232f5d61ffbeb7f2ea439a6ff889c8ac57065fa240440b2824cb31f,0x563388f5cf4226046d63cf2c178a7f0fe3dd498f9169379652a1927580c48ada,983,true,true,[],
2,5,livebench-2026-09-01T01-30-12-021Z-2-normal-5,normal,ANCHORED,SATISFIED,2669.929,538,2131.929,1617.496,505.454,0,6,15079,0x23ddd21ea023f412d967147b73ff315c06f566a58ced9040c0d157c30032f02d,0xeff34fe980ca1142b8516fcb43124b414d08402b2b6132e02e7c5aa9f3949037,984,true,true,[],
2,7,livebench-2026-09-01T01-30-12-021Z-2-normal-7,normal,ANCHORED,SATISFIED,3170.92,541,2629.92,2120.056,501.914,0,6,15079,0x651ba5f8da4b37628c917ecdf71e30620496c6b9a9bf41d3f947a281bfc0bff6,0x61de65f330b230385e1f18e23531334dd605f60f0c140b27e7c03fb02c3b2488,985,true,true,[],
2,12,livebench-2026-09-01T01-30-12-021Z-2-normal-12,normal,ANCHORED,SATISFIED,3689.308,542,3147.308,2620.081,515.849,0,6,15087,0xaf169317ed1fed9ed6f7a8f072c99ab7fa4763abfd6b5564c3fd664f566ec898,0x74d2ec641cb5f3031c67b3e4307f16b8dd11e24f2f3371128ba252ea909808d1,986,true,true,[],
2,11,livebench-2026-09-01T01-30-12-021Z-2-normal-11,normal,ANCHORED,SATISFIED,4184.619,544,3640.619,3134.353,496.351,0,6,14977,0x50d69125a32d68a5ba922883536819b3c56e943c81616ad62578bdc954c758d3,0xb7eee973fd6afe2f0a7256caffb02a23478bc4da739409289ebdacbe25345a39,987,true,true,[],
2,8,livebench-2026-09-01T01-30-12-021Z-2-normal-8,normal,ANCHORED,SATISFIED,4699.283,546,4153.283,3629.409,514.769,0,6,15079,0x09830973a389f6d6ca3894a0a645a23354a86b5697f063a9649e9e07126da5ec,0x93aa40e1c1c0976de7ff22afb9789da725c93d4e5ac0854c72af58056e1a05d5,988,true,true,[],
2,6,livebench-2026-09-01T01-30-12-021Z-2-normal-6,normal,ANCHORED,SATISFIED,5205.404,548,4657.404,4142.574,504.965,0,6,15077,0x2279e0e5544e309e805453f503612a4b09aa65ea4b624434498a0e486b272d96,0xca438e158d74af8de003cb1c1b929c724740bf396615d90a8ac0a39f9ff1772d,989,true,true,[],
2,10,livebench-2026-09-01T01-30-12-021Z-2-normal-10,normal,ANCHORED,SATISFIED,5712.071,548,5164.071,4646.153,508.736,0,6,15085,0xfbac4b19b38d235fae8787ec046a7e096bdba6d84e5c2305eb068ae81633e19c,0xe0b09a6344c6e6b1472f416b0b009a631c681d5a829967876b1e2f337d173baa,990,true,true,[],
2,14,livebench-2026-09-01T01-30-12-021Z-2-normal-14,normal,ANCHORED,SATISFIED,6219.609,551,5668.609,5151.066,504.866,0,6,15087,0x7c7af97031660276fe4327d926b74be2a27a5e3630a6f01285e314b71596527d,0xd4470a49a41d072b51787442a08741e463fe819000f41aa18e6cc94ef8edc31c,991,true,true,[],
2,13,livebench-2026-09-01T01-30-12-021Z-2-normal-13,normal,ANCHORED,SATISFIED,6720.674,554,6166.674,5653.044,503.051,0,6,15087,0x4d511321da1a7440d1e3a00506f531a7ab52872d4771d13cc2cd67d6ca1b3e6c,0x81bd462b060fb249e2ca4d7c9cb0926df5d05ae9b07fcb03e37688d9af6ea5fe,992,true,true,[],
2,9,livebench-2026-09-01T01-30-12-021Z-2-normal-9,normal,ANCHORED,SATISFIED,7226.296,558,6668.296,6153.837,507.685,0,6,14969,0xa0d617ba2713e54699052c6cb55ea8ffcd01fa9e32521d2642cd89e375a50f11,0xe1ea2f0f320a9ec03925457fc8e571c3594d03dd08058ceb1c914fbaef16865b,993,true,true,[],
2,15,livebench-2026-09-01T01-30-12-021Z-2-normal-15,normal,ANCHORED,SATISFIED,7734.548,559,7175.548,6659.786,506.251,0,6,15087,0x85e742aadc665f87f1738223698a57b88c2cf35a9e4cf15809a7d1e8e843a939,0x3b737b9c6fe7b9119ed2530acdc6f15a3cfa596052b0c50ae434cf3cf3dde72f,994,true,true,[],
2,1,livebench-2026-09-01T01-30-12-021Z-2-normal-1,normal,ANCHORED,SATISFIED,8241.911,561,7680.911,7165.014,508.061,0,6,15077,0xa34d2b7b7a969a00492ca8a891092309d3daf7bfcb9265e4ae4102128a597816,0x41338baab479e9426d979f832e4463676d4020279ce52ce477ae1f76daaf72e6,995,true,true,[],
2,16,livebench-2026-09-01T01-30-12-021Z-2-normal-16,normal,ANCHORED,SATISFIED,8177.603,50,8127.603,7533.714,533.348,0,6,15087,0x9ac5eed3fb4a458bc13931f7dd243d633b84a5bd99f2eedfb28e6d33a7f9590d,0xcc0b22b47e26b52a4bd423b3d579b14c3b4f35da48f5d86c3050c304f42ef328,996,true,true,[],
2,17,livebench-2026-09-01T01-30-12-021Z-2-normal-17,normal,ANCHORED,SATISFIED,8095.042,40,8055.042,7567.739,476.351,0,6,15085,0x3f068d16c07509ac96dfb9b0326ab53fd2adc5e8343932b67e51b750309aad53,0xd17beb24c50251683b0869def028e4aad39fbe53a622933e338909fe70c7b1cf,997,true,true,[],
2,18,livebench-2026-09-01T01-30-12-021Z-2-normal-18,normal,ANCHORED,SATISFIED,8129.005,39,8090.005,7539.955,542.569,0,6,15085,0xfdaa2f3a9f8bcf94caa3dab09be28e3ebc2b2777fc2ba99f6428170de94b6192,0xe0ff3d2428a102739d6cc7205dfbecebd9cd5b8325324b99e0cd37095927a385,998,true,true,[],
2,19,livebench-2026-09-01T01-30-12-021Z-2-normal-19,normal,ANCHORED,SATISFIED,8100.386,48,8052.386,7570.434,473.905,0,6,15085,0x94c6689e47919bd1b59f58cd729ab0cecf90e894f87ff178718137594a50e3da,0x5c043eb4a64edc6406ea8e6adb3b8909dff5060c1f08cd872f6c61d4d8bdce33,999,true,true,[],
