run,queryIndex,queryId,scenario,terminalState,outcome,totalMs,executionMs,anchorAndPersistenceMs,anchorQueueWaitMs,anchorServiceMs,retryCount,remoteRequestAttempts,receiptBytes,receiptRoot,anchorTxHash,anchorBlockHeight,anchorPoolIndex,anchorSigner,auditVerified,expectedBehavior,appliedFaults,error
0,0,livebench-2026-09-02T03-57-28-448Z-0-normal-0,normal,ANCHORED,SATISFIED,511.896,40,471.896,0.003,459.735,0,6,15087,0x96c98c1330a21779e2593bf3df820f46b9e301b11c520a05b9d8e772556eddac,0x014e2eeedef352f16e547cb901d71027f41fe47d5e82118e1455b577d7f86fa1,1220,2,0xe3a4B5539e06880c1d19E6ABBC89733f6E589369,true,true,[],
0,1,livebench-2026-09-02T03-57-28-448Z-0-normal-1,normal,ANCHORED,SATISFIED,498.284,44,454.284,0.015,445.107,0,6,15085,0x8cb71b2a35d101b3ac69ebcb532d00fe04fc4d2db46fc413b18051038365ef4b,0xa3d04528aa3a104dcf75ce9c8a03a37ababd551e75e5a95bda2676fe821bd71f,1221,3,0x1e961a0Cc30d40b9C3B6eBf0365ce5c87EDb1865,true,true,[],
0,2,livebench-2026-09-02T03-57-28-448Z-0-normal-2,normal,ANCHORED,SATISFIED,510.543,37,473.543,0.003,462.161,0,6,15087,0x5aad422e1b637e0db6c8d652e5962860c631513da9c7d4eef0c254821d5c8496,0xc8172f3fb4ceba934c92f104da4d97bae5751e59a569b65e24ecea0535adbc6b,1222,0,0x69dC33255C776F3E9c7C1A92351677839549208C,true,true,[],
0,3,livebench-2026-09-02T03-57-28-448Z-0-normal-3,normal,ANCHORED,SATISFIED,508.15,36,472.15,0.006,463.101,0,6,15087,0x014d80575d451255d0c529a7875aa6e25118b1a904ae7264509421c729fc2449,0x85223efab5d5b553f8f490d22842a73a3fe42e20cbb29033f2e5f78cf9387be1,1223,1,0x666B479a09205fAe389c0C545d43975543BF6a39,true,true,[],
0,4,livebench-2026-09-02T03-57-28-448Z-0-normal-4,normal,ANCHORED,SATISFIED,504.095,42,462.095,0.005,453.856,0,6,15085,0x54d17efc5679db2ae71f9760f55798180444fc0d5ad5f7480b6a62ad92cf6efc,0xf66be611ff9c4f23ab9a902519bf452955cfc8e4fb8794a0ea2cb35af0cd5296,1224,2,0xe3a4B5539e06880c1d19E6ABBC89733f6E589369,true,true,[],
0,5,livebench-2026-09-02T03-57-28-448Z-0-normal-5,normal,ANCHORED,SATISFIED,505.149,35,470.149,0.005,463.911,0,6,15085,0xa1366f7ae1f0bf4198e3cfbc5e5421804412e0edb9db9951610e383ddab528ed,0xa8fedeaa0ffded923195472412152de7b3327366184ea1a0470460179e1741b5,1225,3,0x1e961a0Cc30d40b9C3B6eBf0365ce5c87EDb1865,true,true,[],
0,6,livebench-2026-09-02T03-57-28-448Z-0-normal-6,normal,ANCHORED,SATISFIED,508.168,35,473.168,0.007,464.191,0,6,15087,0x6a6f76af024cce43fc0cd713abcd663d03adea2207a4ecb3a26641b9b1c11e7e,0xfabf93bf51289faa587e78bc919b1362bd435e467b58c9f22958e945a28e1607,1226,0,0x69dC33255C776F3E9c7C1A92351677839549208C,true,true,[],
0,7,livebench-2026-09-02T03-57-28-448Z-0-normal-7,normal,ANCHORED,SATISFIED,505.447,39,466.447,0.007,457.934,0,6,15085,0x9b71e156595b475d571f1737a8c8293031d72190dd443efa1279645505fe44d1,0xa63eb7ab3bc13b0f4fe064c76e53126238d355d91de536e325f2fde0e2847375,1227,1,0x666B479a09205fAe389c0C545d43975543BF6a39,true,true,[],
0,8,livebench-2026-09-02T03-57-28-448Z-0-normal-8,normal,ANCHORED,SATISFIED,501.522,42,459.522,0.005,453.081,0,6,15085,0x17137318e076287f827c65e46ebea079c531216cd20ac461921c168fbfcd1e7d,0xa350bf53edd2a1d01fd25493407060ed87f36a0b1942d1697eed944634dcb853,1228,2,0xe3a4B5539e06880c1d19E6ABBC89733f6E589369,true,true,[],
0,9,livebench-2026-09-02T03-57-28-448Z-0-normal-9,normal,ANCHORED,SATISFIED,500.364,34,466.364,0.004,459.381,0,6,15087,0xf06be22a22e4e31e5aa6d4d2754751f795689546f6a204e638e9e758f6b46fdc,0x28c68cf1b5865d8a2371518d4fbc88fd1d2a93ff801040ecc559f047e754b3b8,1229,3,0x1e961a0Cc30d40b9C3B6eBf0365ce5c87EDb1865,true,true,[],
0,10,livebench-2026-09-02T03-57-28-448Z-0-normal-10,normal,ANCHORED,SATISFIED,505.564,30,475.564,0.003,467.022,0,6,15093,0x27de964930cd90a841203a9a9ec553d74161f84a612ee087741aed11361dd311,0x21f6e3d22802eddbdedc769d19de5321528ada2a3d785c8a3a81d2ab2702695a,1230,0,0x69dC33255C776F3E9c7C1A92351677839549208C,true,true,[],
0,11,livebench-2026-09-02T03-57-28-448Z-0-normal-11,normal,ANCHORED,SATISFIED,512.508,30,482.508,0.003,472.314,0,6,15095,0x24de85f104f40b37c2cc9fedf7251cafd09105f172f2d6ca9184887709fe2e3f,0xa6f05002e4ee94bff9dd39b47f226f1bb3a5fc0e248afba99e5f769d20b943d2,1231,1,0x666B479a09205fAe389c0C545d43975543BF6a39,true,true,[],
0,12,livebench-2026-09-02T03-57-28-448Z-0-normal-12,normal,ANCHORED,SATISFIED,542.039,32,510.039,0.004,501.431,0,6,15093,0x781ffc3a78e0fe994b72177a2221acfcc0d63ae0c5a11c2ff457712722049935,0xe340427afd89ccd68d3352349d584121ca62bfacbb16035716d38e43e80eadc0,1232,2,0xe3a4B5539e06880c1d19E6ABBC89733f6E589369,true,true,[],
0,13,livebench-2026-09-02T03-57-28-448Z-0-normal-13,normal,ANCHORED,SATISFIED,508.691,50,458.691,0.004,451.31,0,6,15093,0x7c6e9c0b12e9bcc9cc93ab68e620dc96b5258fdd25a53658e9c3d0139fe2eb1a,0x4fcad2fbc25d8a191d01c581eb196101c29861c18ad909fb9e99468e12f1873f,1233,3,0x1e961a0Cc30d40b9C3B6eBf0365ce5c87EDb1865,true,true,[],
0,14,livebench-2026-09-02T03-57-28-448Z-0-normal-14,normal,ANCHORED,SATISFIED,526.129,36,490.129,0.003,480.102,0,6,15095,0x3868e560709fa3d52690033c4925aaa26140762db8eb36bffc25bf09eb73f9dc,0xf0563c903b1cb656528adc66c5b65d655bf32c85c975c0f8b98fdea244514e4b,1234,0,0x69dC33255C776F3E9c7C1A92351677839549208C,true,true,[],
0,15,livebench-2026-09-02T03-57-28-448Z-0-normal-15,normal,ANCHORED,SATISFIED,507.515,35,472.515,0.004,466.293,0,6,15093,0x0de79360729737e730b0326ae1f549762024e14853a5a1ffbed858a7b2578e00,0x3e008c78bb348d3cd4ee62c4fde9d4722e984ca7b658b61f41c8e1274b4f3c6f,1235,1,0x666B479a09205fAe389c0C545d43975543BF6a39,true,true,[],
0,16,livebench-2026-09-02T03-57-28-448Z-0-normal-16,normal,ANCHORED,SATISFIED,502.528,32,470.528,0.003,463.71,0,6,15093,0x8305a6795273af9c0f4ca09f806d67a6fc0d8b3a237c66e490ea2fa56892d844,0x05d141f9f5dc5a717a72a4d68ccb0031e1204a1fb45cee2d9fa28c6154cc55dc,1236,2,0xe3a4B5539e06880c1d19E6ABBC89733f6E589369,true,true,[],
