run,queryIndex,queryId,scenario,terminalState,outcome,totalMs,executionMs,anchorAndPersistenceMs,anchorQueueWaitMs,anchorServiceMs,retryCount,remoteRequestAttempts,receiptBytes,receiptRoot,anchorTxHash,anchorBlockHeight,auditVerified,expectedBehavior,appliedFaults,error
0,0,livebench-2026-09-01T01-28-33-851Z-0-normal-0,normal,ANCHORED,SATISFIED,505.422,71,434.422,0.008,425.396,0,6,15077,0x3254267f0a0ccf8efd7bc34b48eed1f93ae4e5db6c8edcb764bb731ea9cfa8c6,0x41af8fea72b5f30e33355e5b91073595eac7cbdf45d145dc76379aa2cdd1d4ec,754,true,true,[],
0,1,livebench-2026-09-01T01-28-33-851Z-0-normal-1,normal,ANCHORED,SATISFIED,1016.763,76,940.763,420.62,509.64,0,6,15079,0x69907f92904b5e09694e0994d08aeb89e6bfd422d1c6fec108aeab206013345a,0x7af232d458f97580e1a04c159cb1589bc01f02019ef004c5f934d45b5e94c580,755,true,true,[],
0,2,livebench-2026-09-01T01-28-33-851Z-0-normal-2,normal,ANCHORED,SATISFIED,1010.774,47,963.774,450.767,503.568,0,6,15079,0x6335ccfc8fde1f044c4134716ed62814201859613e6224a2afc7b8df8591a1e1,0x92980f7e821536501afe2f31779bccc020efeffe08a9fc105960122d52691b06,756,true,true,[],
0,3,livebench-2026-09-01T01-28-33-851Z-0-normal-3,normal,ANCHORED,SATISFIED,1011.73,51,960.73,440.862,505.481,0,6,15077,0x6228e54b5a578e3a4e36d69328b34d218992c423c4a511da80fdd2a7d9f6683d,0x41ff6a3eccc92398b7f6d9b767e42b3557fd511088c09945fc5539ef42cb2c62,757,true,true,[],
0,4,livebench-2026-09-01T01-28-33-851Z-0-normal-4,normal,ANCHORED,SATISFIED,1007.352,49,958.352,448.422,498.972,0,6,15077,0x560ad36e24004e45a647baf6d39d63d84ceac6fb6382a119dcf155a84ca74c8f,0xab23389cee4372e368ae8c96d27b469e14748d6d195ec5e17b749f0ae42c12d5,758,true,true,[],
0,5,livebench-2026-09-01T01-28-33-851Z-0-normal-5,normal,ANCHORED,SATISFIED,1005.333,55,950.333,428.204,508.474,0,6,15079,0x1e9f59bdad2ed1a4712e32fd6f1320e65477a0bbe6384ce17b88a7d2624c3454,0x5b3e629ead5541199d9c03e8f50e65c241565dc296cb7275895399b3df3bf52b,759,true,true,[],
0,6,livebench-2026-09-01T01-28-33-851Z-0-normal-6,normal,ANCHORED,SATISFIED,1012.331,51,961.331,445.447,503.968,0,6,15079,0xf1d8429d6976a231512c51b9c308714259fbb77ddbbc35a16ce921ffdda654b9,0xc10e7552bf5bc0b6d47f12a477de54e49f000f7d76038943aab016408177e096,760,true,true,[],
0,7,livebench-2026-09-01T01-28-33-851Z-0-normal-7,normal,ANCHORED,SATISFIED,1044.144,48,996.144,440.321,545.058,0,6,15079,0xcd972e0dfb228baeab72939256118db844c54c4d0c246d9c32629cea9fd01b1c,0x1a3adea506bc1675d6b6165f161aaacf6182e09b5f797ceeb99aec796740863f,761,true,true,[],
0,8,livebench-2026-09-01T01-28-33-851Z-0-normal-8,normal,ANCHORED,SATISFIED,1050.258,47,1003.258,485.175,506.437,0,6,15079,0xb513a272298a779843a1729983fb60b4940291c6ea90a19bbda0142f63bdb3b9,0x263345d4bb5eabd1df161af0bccc05a0bf23a26ddacc460bc7b0149647a3c931,762,true,true,[],
0,9,livebench-2026-09-01T01-28-33-851Z-0-normal-9,normal,ANCHORED,SATISFIED,1107.988,42,1065.988,454.558,538.92,0,6,15079,0xb8c23901407252bed7018a1c33d4271efab43dc5232b06ea031e7aa1dcda860c,0x271c996d12ef5488c5094de676d518da3561941ede65b50e31bb8d8e89805a62,763,true,true,[],
