run,queryIndex,queryId,scenario,terminalState,outcome,totalMs,executionMs,anchorAndPersistenceMs,anchorQueueWaitMs,anchorServiceMs,retryCount,remoteRequestAttempts,receiptBytes,receiptRoot,anchorTxHash,anchorBlockHeight,auditVerified,expectedBehavior,error
1,6,livereg-2026-09-01T01-38-58-803Z-1-endpoint_retry-6,endpoint_retry,ANCHORED,SATISFIED,502.798,50,452.798,0.009,445.117,1,7,16610,0x7752786f1d08161a6e27bf51d5436a9e0fe206c062fa89c33d1bcfc6b1e2fb9c,0xa06ba17d27a991584c0e93bc55ce1c8d8b974576c3af11f3bd3a02df7acaee5b,1112,true,true,
1,7,livereg-2026-09-01T01-38-58-803Z-1-endpoint_retry-7,endpoint_retry,ANCHORED,SATISFIED,514.797,56,458.797,0.007,448.287,1,7,16610,0xd53f94f5f336615d9ce296456bf59b7ee452b47ee505108fb305541f85f74525,0x798632d127b95b472537979620700f218c9b25a3672d14d76474e24150a3568d,1113,true,true,
1,8,livereg-2026-09-01T01-38-58-803Z-1-endpoint_retry-8,endpoint_retry,ANCHORED,SATISFIED,498.705,67,431.705,0.007,420.127,1,7,16610,0x6ad7ae594ee639fed769eaaef71d491fa3a2b0654e80a01a62f8fb1dd411e29d,0x14689a730a17c235431b0834690e4371fa8dad166abaf2a140498b1d965c07d5,1114,true,true,
1,9,livereg-2026-09-01T01-38-58-803Z-1-endpoint_retry-9,endpoint_retry,ANCHORED,SATISFIED,499.733,61,438.733,0.012,430.809,1,7,16610,0x25d6032ae615bc527b786939df13c21791e282ecebe34d7c18d0c7e259a319b2,0xb9cc3182a928bd7ce958f380ba86837989fde67b6689c3e35666a147fcffb8ba,1115,true,true,
2,0,livereg-2026-09-01T01-38-58-803Z-2-normal-0,normal,ANCHORED,SATISFIED,510.566,51,459.566,0.02,448.625,0,6,16014,0xd1b83b79ba4060c61ed1741e6d201334e019e53189da1081670425b23dad48df,0xfe0e7501162b266679d53e41926e9d72b6288aa9720f4faf2593922b043dbca4,1116,true,true,
2,1,livereg-2026-09-01T01-38-58-803Z-2-normal-1,normal,ANCHORED,SATISFIED,595.125,41,554.125,0.005,539.877,0,6,16013,0xd06ae22172cede6146e05b5b6a513e3a941bc784755abccb697650d0d5802d98,0x8dfd26da847d5d7d5c9e970cdf1f5559fbac1eed60b50e351de621280b5d9318,1117,true,true,
2,2,livereg-2026-09-01T01-38-58-803Z-2-normal-2,normal,ANCHORED,SATISFIED,512.696,136,376.696,0.009,366.473,0,6,15905,0x61a225214174a50916f9ca447979be2ab43d25b6fc2500b0671892e780d161ca,0xdfd8e98af879a960e7ac8ce0e46ab5c5a001c18aa8e063fb15322083e3eee038,1118,true,true,
2,3,livereg-2026-09-01T01-38-58-803Z-2-normal-3,normal,ANCHORED,SATISFIED,551.182,50,501.182,0.051,482.272,0,6,15905,0x3c7a57108686a8888e7f164c391b2b5251d264a9425e826a38157f13ec610209,0x80f627807ece29eb8f9013479e14dcf136464837ce40d219d6e4ce1b1b8017dd,1119,true,true,
2,4,livereg-2026-09-01T01-38-58-803Z-2-normal-4,normal,ANCHORED,SATISFIED,482.508,158,324.508,0.008,316.7,0,6,16014,0xb7cb5ae23ebd5cf03a2ffe1db889e56657d00ea8e3849f3607bddb95716856d2,0xfc57a12fb03338d4fa59f3403cce5eda7ee1598fc32990d752d5d7fbc6f59bc5,1120,true,true,
2,5,livereg-2026-09-01T01-38-58-803Z-2-normal-5,normal,ANCHORED,SATISFIED,505.388,49,456.388,0.003,449.301,0,6,16013,0xe003e1db578a1a8464c09694b6a3201294ee5018cb47c11c3f8bb3db9f3cce00,0x8d313b4925039f5cc5288aabfcf5f633f6be79369d5d1d22f3978aedbd1d46aa,1121,true,true,
2,6,livereg-2026-09-01T01-38-58-803Z-2-normal-6,normal,ANCHORED,SATISFIED,520.208,89,431.208,0.064,419.738,0,6,16013,0x8bf7db368d1c0ee39b5a2107a8e1b895ddbf24ead1985f18b6b2c72ec254fd8c,0x094b5a9fbf69744630072c097a2bbd49e43e50c9ad290938a880e3597bb35ab3,1122,true,true,
2,7,livereg-2026-09-01T01-38-58-803Z-2-normal-7,normal,ANCHORED,SATISFIED,516.88,101,415.88,0.007,405.932,0,6,16013,0xc2bd75128baa0cac5917bb5a89c12daef56c7beb93ae94bf68653b120d032bd9,0x7ad649d50518f8b67c4f42951465ac37ef99ef92e7049a4d6abb256aa7ee0d0f,1123,true,true,
2,8,livereg-2026-09-01T01-38-58-803Z-2-normal-8,normal,ANCHORED,SATISFIED,491.922,53,438.922,0.007,430.008,0,6,15905,0x0ab5a073fc1c7c9357a5270bc039541bf1b1352d69f7b6bfef4ea4be83e3d09f,0x435a3e84411d3beac5d9cd36710d5843970ff0ef1d2ae485749be93b8793501f,1124,true,true,
2,9,livereg-2026-09-01T01-38-58-803Z-2-normal-9,normal,ANCHORED,SATISFIED,612.745,60,552.745,0.009,540.827,0,6,15905,0x749dfc7ac88629ae9f011fcc4c51eadbe6a7d751103ec3a04778ba45873c1580,0x54ce8f28a02bb7bd87b3ba7b3452ecf1eff05f806cfde535f2b7577c37c1662f,1125,true,true,
2,0,livereg-2026-09-01T01-38-58-803Z-2-over_limit-0,over_limit,ANCHORED,UNSATISFIED,402.527,49,353.527,0.004,343.514,0,6,15975,0x0a5ae138083de08a9d8037b6011a08e15d29ce03c1e44f9431f033fcd92cc492,0xe6ec6b795b309d391f1e712e836a2965ac7b8e91db2a024a7dfd1557e4bfc2aa,1126,true,true,
2,1,livereg-2026-09-01T01-38-58-803Z-2-over_limit-1,over_limit,ANCHORED,UNSATISFIED,543.963,85,458.963,0.008,439.363,0,6,16084,0x79b4f98a5e06d40ad56daf6b6724364f53a0dbff067ea9540797010dbf35c82d,0xe7e186ef3332eb4ca410297e66ee81499a77f3263b8a64b74929fc3380a41bca,1127,true,true,
2,2,livereg-2026-09-01T01-38-58-803Z-2-over_limit-2,over_limit,ANCHORED,UNSATISFIED,485.173,62,423.173,0.019,416.141,0,6,15975,0x7c72459fd6aa15bcb7860e803b7eaec91b3b68f7d9d05a6ba33f875558c84f60,0x332d7a70e31e5f0ff33abfa7626e9b4faee35b0efab19484a178ac3f8536600d,1128,true,true,
2,3,livereg-2026-09-01T01-38-58-803Z-2-over_limit-3,over_limit,ANCHORED,UNSATISFIED,503.598,55,448.598,0.005,439.398,0,6,15975,0x965eb7179a8a7aa478230ea2a2e4b6a127468543f9f0ba896fdfe4c8dc505e09,0x15dd61127a164a4167b73f7ecd8bcf9877e9b2f150c3dc7c26c05f22b13a9ffa,1129,true,true,
2,4,livereg-2026-09-01T01-38-58-803Z-2-over_limit-4,over_limit,ANCHORED,UNSATISFIED,504.697,104,400.697,0.005,392.389,0,6,16083,0x964493033c6b4d96faaa5d167531e5d3eccbb361349a73967364f42d8e151003,0xb1e36a083651ba9691595ab6dfb03e6b81b33540e36048f9c918eadcd8e963ab,1130,true,true,
2,5,livereg-2026-09-01T01-38-58-803Z-2-over_limit-5,over_limit,ANCHORED,UNSATISFIED,670.794,49,621.794,0.008,464.59,0,6,15975,0x0c1db04d5d6c8c90eec7b18cf21703f2563304eb97ab1a23c74b762677c8a414,0x57ccb71ed1dc1f6315c11d54ebc5b5dd3b09af7a337dca15b822eb3f854a9c27,1131,true,true,
2,6,livereg-2026-09-01T01-38-58-803Z-2-over_limit-6,over_limit,ANCHORED,UNSATISFIED,372.517,46,326.517,0.004,314.91,0,6,16083,0x9c1bb81085c9e77332aee86570924627a9bb7ea7d52e6d1e2ef1709ab958bcf0,0xa320d000ada741b4d531306966556f394e671310eb6a5afb0653f55d82f603bb,1132,true,true,
2,7,livereg-2026-09-01T01-38-58-803Z-2-over_limit-7,over_limit,ANCHORED,UNSATISFIED,488.276,141,347.276,0.004,340.246,0,6,16083,0x9c554788f5cef0b21cb6786905046c1dcfda3a9fd23b92f4938a87f2a83540c3,0xf035677fab6c39ad1f23b326c71bfc3527289df9d5732eebfb52daa268a73f22,1133,true,true,
2,8,livereg-2026-09-01T01-38-58-803Z-2-over_limit-8,over_limit,ANCHORED,UNSATISFIED,520.245,45,475.245,0.003,465.185,0,6,15975,0x7302647e3a19ef75d0d87a0aa6e6b91c1e746daa3ecc3601866e48b2a745bce2,0x1ff033e2fc5e33c10996b5b202b28bb679bf6c74190cb8d9303bcda215e0c948,1134,true,true,
2,9,livereg-2026-09-01T01-38-58-803Z-2-over_limit-9,over_limit,ANCHORED,UNSATISFIED,527.833,79,448.833,0.009,409.125,0,6,15975,0x0b7a930e6019a200da7a0aab53d64ce356cf4ec318cd3e921d29adaa8aa4882a,0x43659d38ef67723495413074fa004119f4c599942b67cc55338902a13a2f8737,1135,true,true,
2,0,livereg-2026-09-01T01-38-58-803Z-2-subject_mismatch-0,subject_mismatch,ANCHORED,UNSATISFIED,540.839,80,460.839,0.008,450.035,0,6,16077,0x8ba4777d68a0d510acc53aa6a7e6cc13e43cf52004bdcbaa8d5d703727d1317b,0x3ac121e5b22db4e6309e4c0f7ecc87d56087f65337a36df0ffc48a2355906b39,1136,true,true,
2,1,livereg-2026-09-01T01-38-58-803Z-2-subject_mismatch-1,subject_mismatch,ANCHORED,UNSATISFIED,462.016,82,380.016,0.006,371.293,0,6,16185,0x9d769d335652783fdae9e1571ec57fb0cf7ba2e236a80f3f613faa9d7419da8c,0x7db4852081875bc28517b5e79055fafcdff2d8ebc6b9b8bccff24894b331e1dd,1137,true,true,
2,2,livereg-2026-09-01T01-38-58-803Z-2-subject_mismatch-2,subject_mismatch,ANCHORED,UNSATISFIED,530.978,44,486.978,0.005,474.124,0,6,16077,0x9372844ab79077a575343e5f288caa4e85290301f81ca5b7b5d7c7ed0f2a3bc2,0x6a3b4af63232038bfb0ab69a9044d5a8f59bd737e1c2534ac79e410e35c1892d,1138,true,true,
2,3,livereg-2026-09-01T01-38-58-803Z-2-subject_mismatch-3,subject_mismatch,ANCHORED,UNSATISFIED,498.369,67,431.369,0.009,421.586,0,6,16077,0x46358807f157757cb516402c87d3b6c47785a7b42838c0961e51e13f1341d5b3,0x25e52628784e3396cc7a8c1096a0ade9b1a94f75e86e94940498a4b9e68f800a,1139,true,true,
2,4,livereg-2026-09-01T01-38-58-803Z-2-subject_mismatch-4,subject_mismatch,ANCHORED,UNSATISFIED,527.962,59,468.962,0.008,460.784,0,6,16185,0x06508e7f5c4d4caca057582d7376522093d5adf081720eb2b575dcec0fa3e92e,0x324083d83ff801edd5462d4a69f073f386557fdc0d5f10ed72fd57aec6480462,1140,true,true,
2,5,livereg-2026-09-01T01-38-58-803Z-2-subject_mismatch-5,subject_mismatch,ANCHORED,UNSATISFIED,489.13,57,432.13,0.008,419.948,0,6,16077,0x706c985880a5a3a3a009554decafabdddd9ce5c58a1898fd014d43ca860a3a83,0x29cf0d59c09a83f7032f7e68a0fec2f305f92be945e0d006b726206c0a793b4f,1141,true,true,
2,6,livereg-2026-09-01T01-38-58-803Z-2-subject_mismatch-6,subject_mismatch,ANCHORED,UNSATISFIED,580.497,56,524.497,0.004,503.579,0,6,16185,0xe057c93d70e2a552151a59abae5b461fdb8b83453ff3a6486f6128f3bb2c53bf,0x8669f8571c72990f71ff9d3b39bc986ac8170962c7fbe37cf6173e75144e8398,1142,true,true,
2,7,livereg-2026-09-01T01-38-58-803Z-2-subject_mismatch-7,subject_mismatch,ANCHORED,UNSATISFIED,480.352,298,182.352,0.004,162.616,0,6,16185,0xa1067040d52266e00721df9bb04c931b009e2b57486c4866f3bdbc64513d5260,0x961ad94cd6bed3c9e81297d429a0205e2fcf7b1b2f375aa40e7b8417d15da95c,1143,true,true,
2,8,livereg-2026-09-01T01-38-58-803Z-2-subject_mismatch-8,subject_mismatch,ANCHORED,UNSATISFIED,530.777,112,418.777,0.007,399.745,0,6,16077,0xa638d9436f46dba2feec973c0d739e350a4c5d3a31e735eaeb1963cba35e67b8,0xda641b9bc33b495ee41d91aea3c927683045f676bfffbf7e38444fb3a1ff28f9,1144,true,true,
2,9,livereg-2026-09-01T01-38-58-803Z-2-subject_mismatch-9,subject_mismatch,ANCHORED,UNSATISFIED,506.841,72,434.841,0.011,420.575,0,6,16185,0x2481c0096369913c3ee4ea22fa41133053dc926391226a30f8c95fb9610d871c,0xdcceb6ebfba75d353a2f7990db9df331f22ba4fa0685dc5da42c30947597ca9c,1145,true,true,
2,0,livereg-2026-09-01T01-38-58-803Z-2-missing_disclosure-0,missing_disclosure,INSUFFICIENT_EVIDENCE,INSUFFICIENT,505.96,60,445.96,0.005,428.068,0,5,14206,0xb301d5e140d5575457f30ad2a5decc5c601c6e23a05c6905129dfc02afed912c,0x44d4d94c00cedbda42db4cee22b7ef751fc5b73d89109acec07b870f27d6b035,1146,true,true,
2,1,livereg-2026-09-01T01-38-58-803Z-2-missing_disclosure-1,missing_disclosure,INSUFFICIENT_EVIDENCE,INSUFFICIENT,529.561,91,438.561,0.009,412.626,0,5,14206,0xae7b2fb704b51143ac57e834cf1f1b482b38c3f2fecf2c6ecd928307820aaefa,0xfb29be93e16c30dc70ead9dadc9b4d13858c8fa2edcb04888e2d9c8460772d42,1147,true,true,
2,2,livereg-2026-09-01T01-38-58-803Z-2-missing_disclosure-2,missing_disclosure,INSUFFICIENT_EVIDENCE,INSUFFICIENT,562.727,66,496.727,0.009,431.454,0,5,14206,0xae42ef66baa25d232fb5e84c18e4bd059562649d5591b0aaf7747329bf895081,0x14e5076e6efbea90293f09805c5d8bd0281e93e815b7c1d398be820625b80da4,1148,true,true,
2,3,livereg-2026-09-01T01-38-58-803Z-2-missing_disclosure-3,missing_disclosure,INSUFFICIENT_EVIDENCE,INSUFFICIENT,457.612,48,409.612,0.006,393.896,0,5,14206,0x11d77f163772dce2a1162ad303a68a05fcd85ddbf630d569f90bae06e3906f54,0x9c0ffac56119c38629c06f8efb83277a859bd545d65e0106b3caf0cb7d40a96f,1149,true,true,
2,4,livereg-2026-09-01T01-38-58-803Z-2-missing_disclosure-4,missing_disclosure,INSUFFICIENT_EVIDENCE,INSUFFICIENT,491.01,66,425.01,0.008,416.983,0,5,14206,0x85601d1d54807452c79fbb9833cae10bb586ddd9decc33be4d0d4303c8a53a54,0xfaa0f4e1f5503957525a5bfe4697f3e06d8260ce14485f9c985e59fb7cafa249,1150,true,true,
2,5,livereg-2026-09-01T01-38-58-803Z-2-missing_disclosure-5,missing_disclosure,INSUFFICIENT_EVIDENCE,INSUFFICIENT,506.216,52,454.216,0.008,444.107,0,5,14206,0xbf0937734f1f92b7d735bdba008647c4dd42a738791b22deacc31c0480f9ac2f,0xcf5ffe63d89b299883a35023a9121ed27b0d7f4fb45af41965ff08f584f556fc,1151,true,true,
2,6,livereg-2026-09-01T01-38-58-803Z-2-missing_disclosure-6,missing_disclosure,INSUFFICIENT_EVIDENCE,INSUFFICIENT,496.409,48,448.409,0.003,436.947,0,5,14206,0x756286f1d07adbc93d40bcd95ff0020616b35b8f5515a936c8e9bec1e6ebde4d,0x74db4c10a71cd85ad027503e6f50c4ec7c7ce46d25592af3910469b59840757f,1152,true,true,
2,7,livereg-2026-09-01T01-38-58-803Z-2-missing_disclosure-7,missing_disclosure,INSUFFICIENT_EVIDENCE,INSUFFICIENT,504.149,56,448.149,0.008,438.751,0,5,14206,0xf6cf4bb42bd10da50a6ccf11a8e76a078c3a664893bb3d31ff906d149f78bacd,0xd7080473d7a0ecda4b78d517838a4f1ecd5698dbbf38d80d62027ba12c0a544e,1153,true,true,
2,8,livereg-2026-09-01T01-38-58-803Z-2-missing_disclosure-8,missing_disclosure,INSUFFICIENT_EVIDENCE,INSUFFICIENT,523.806,59,464.806,0.007,452.088,0,5,14206,0x20489831cc5210a952fe6255ebf9dc83975a35edf423744584dcc6bbb8fca67f,0xc1973eeafa97dc0e183f44b96947b820172e6cd8ebea41796efcd4b4d2564ebd,1154,true,true,
2,9,livereg-2026-09-01T01-38-58-803Z-2-missing_disclosure-9,missing_disclosure,INSUFFICIENT_EVIDENCE,INSUFFICIENT,553.292,67,486.292,0.022,476.913,0,5,14206,0xf6e3c86e5604cf599d4344692ac63f566e323d1a06152665080755d40ccf073e,0x5a9122c4a3520e8d757a5c75cd1d0fc62683544ae6aa35fbe1d076c34132174e,1155,true,true,
2,0,livereg-2026-09-01T01-38-58-803Z-2-endpoint_retry-0,endpoint_retry,ANCHORED,SATISFIED,525.211,49,476.211,0.003,461.749,1,7,16611,0x71e4bd73f7fdd9c02e3eb339ffada3036ee5a21ecd4855f643ec0c747fc86f56,0xe41ce63b81ef6162e31d60e8c70ff673dec04e41ff6e456dd51b7e22a0c0b1de,1156,true,true,
2,1,livereg-2026-09-01T01-38-58-803Z-2-endpoint_retry-1,endpoint_retry,ANCHORED,SATISFIED,503.832,60,443.832,0.006,432.095,1,7,16610,0x40846f1d9ac5f75ebc3bd3f145a7a45c75eccc1eb93a0aa74ac462ba8d6178d4,0x4117d1fd62972fa4caaba8a400d0eee9c542bb4938a5084358b10202a22d327a,1157,true,true,
2,2,livereg-2026-09-01T01-38-58-803Z-2-endpoint_retry-2,endpoint_retry,ANCHORED,SATISFIED,499.052,54,445.052,0.007,435.259,1,7,16610,0x792a799fb529ec602003c3231af5f94d0eedcf831bdfc1c5d9df0feab7d66c8e,0x313b51f217dc9853de8fe25acfc550d68ff98adbc86a79c273f09eb0c2455af6,1158,true,true,
2,3,livereg-2026-09-01T01-38-58-803Z-2-endpoint_retry-3,endpoint_retry,ANCHORED,SATISFIED,503.34,49,454.34,0.003,443.986,1,7,16610,0xfc9b709b8804df5bbbdf5b9e33c5615c9b517af75df61d56f353465f9f49c4b4,0x9eea9059c4a8cdae6b1047f2aededd010bb15672d298a7bbc45380885d474566,1159,true,true,
2,4,livereg-2026-09-01T01-38-58-803Z-2-endpoint_retry-4,endpoint_retry,ANCHORED,SATISFIED,511.228,47,464.228,0.003,450.506,1,7,16502,0xfecb5d9919f87f86b3d68cf2e4584a9bd5891180a2123110f8df319c908ac58c,0x3bfa16de790869368f579f1f88c1cdbcdf51b57e0c933d57495ce384e7249f82,1160,true,true,
2,5,livereg-2026-09-01T01-38-58-803Z-2-endpoint_retry-5,endpoint_retry,ANCHORED,SATISFIED,510.133,47,463.133,0.005,451.797,1,7,16610,0x940259d9091e0c3271c4bc6d36fe0ab2c5f0f29fbd320b650d8af53fbdda3c99,0xfc3c9f10c4aab891c7a5a613c5d32e189a35e76a9278aeefce84a00220c4993c,1161,true,true,
2,6,livereg-2026-09-01T01-38-58-803Z-2-endpoint_retry-6,endpoint_retry,ANCHORED,SATISFIED,519.072,49,470.072,0.007,453.985,1,7,16610,0x7a1452a94e4c25bc4f586993f62113beeae2b523127aa2055c2d943a7d30ed22,0x394c096f3e2bbd77237666b954a38dc92572363255b7998976d88a8e3024f481,1162,true,true,
2,7,livereg-2026-09-01T01-38-58-803Z-2-endpoint_retry-7,endpoint_retry,ANCHORED,SATISFIED,647.87,77,570.87,0.008,557.099,1,7,16610,0x27909b9833c68d11e40d05d7889061cd6f118cdf8000744637cdd2ed5d122c29,0x39cd362c4a77b190f7c74d08b45a3889b9745f8e21014a0cb6ee2f7b5fa0d741,1163,true,true,
2,8,livereg-2026-09-01T01-38-58-803Z-2-endpoint_retry-8,endpoint_retry,ANCHORED,SATISFIED,476.459,86,390.459,0.013,381.178,1,7,16610,0xcc1bc7d184b99ba9e6ed6fae688602fad450f5e7d9af9199ae8dd87dad97907a,0xdef0bbdbc5f69b51511ccd25ea565cacd05f44b02cb70999e274d4a73f75939d,1164,true,true,
2,9,livereg-2026-09-01T01-38-58-803Z-2-endpoint_retry-9,endpoint_retry,ANCHORED,SATISFIED,554.729,58,496.729,0.01,486.698,1,7,16610,0x5e1420d077997dd78675a5b343e7962c201bae4ab7f49de98728499e08f1b5ce,0x14a7015b2cbffa448c56b98899ee628609640958a61c247eee3c6d5c5941dd4a,1165,true,true,
